chr	start	end	size	dataset
chrX	46919749	46951258	31509	dbVar
chrX	46920856	46951258	30402	dbVar
chrX	46921721	46951258	29537	dbVar
chrX	46926772	46951258	24486	dbVar
chrX	46951119	46971163	20044	dbVar
chrX	46951137	46972391	21254	dbVar
chrX	46951230	46971809	20579	dbVar
chrX	46951258	46971394	20136	dbVar
chrX	46951601	46970895	19294	dbVar
chrX	46951697	46971112	19415	dbVar
chrX	46952983	46971112	18129	dbVar
chrX	46953738	46971112	17374	dbVar
chrX	46971113	47000109	28996	dbVar
chrX	48343310	48411506	68196	dbVar
chrX	48347483	48411524	64041	dbVar
chrX	48359051	48398852	39801	dbVar
chrX	48397906	48434604	36698	dbVar
chrX	48681722	48688043	6321	dbVar
chrX	49119846	49157514	37668	dbVar
chrX	49120027	49157514	37487	dbVar
chrX	49121075	49157514	36439	dbVar
chrX	49156773	49163424	6651	dbVar
chrX	49156861	49162986	6125	dbVar
chrX	49157035	49205921	48886	dbVar
chrX	49157138	49163903	6765	dbVar
chrX	49157141	49200688	43547	dbVar
chrX	49157254	49162986	5732	dbVar
chrX	49157285	49162955	5670	dbVar
chrX	49157299	49162764	5465	dbVar
chrX	49157424	49163009	5585	dbVar
chrX	49157503	49163210	5707	dbVar
chrX	49157515	49159623	2108	dbVar
chrX	49157790	49162723	4933	dbVar
chrX	49162724	49195244	32520	dbVar
chrX	51652533	51701157	48624	dbVar
chrX	51653391	51702069	48678	dbVar
chrX	51653698	51700789	47091	dbVar
chrX	51658740	51700446	41706	dbVar
chrX	51685700	51749766	64066	dbVar
chrX	51692963	51700364	7401	dbVar
chrX	51692964	51696496	3532	dbVar
chrX	51700364	51738437	38073	dbVar
chrX	51995788	52210432	214644	dbVar
chrX	52079317	52168606	89289	dbVar
chrX	52661863	52761959	100096	dbVar
chrX	52671205	52825007	153802	dbVar
chrX	52676686	52821920	145234	dbVar
chrX	52677671	52821346	143675	dbVar
chrX	52679814	52819561	139747	dbVar
chrX	52687880	52808043	120163	dbVar
chrX	52729132	52729395	263	dbVar
chrX	52906461	52992080	85619	dbVar
chrX	52919820	52976726	56906	dbVar
chrX	52933734	52942250	8516	dbVar
chrX	55437684	55491342	53658	dbVar
chrX	55441203	55493280	52077	dbVar
chrX	55442032	55490474	48442	dbVar
chrX	55464236	55547739	83503	dbVar
chrX	55479980	55535227	55247	dbVar
chrX	55480141	55493064	12923	dbVar
chrX	57349183	57349245	62	dbVar
chrX	58534902	58535033	131	dbVar
chrX	62648759	62648811	52	dbVar
chrX	63185573	71722146	8536573	dbVar
chrX	70052381	71622968	1570587	dbVar
chrX	70226817	70226915	98	dbVar
chrX	70226994	70227052	58	dbVar
chrX	70909568	70917407	7839	dbVar
chrX	71469613	71469710	97	dbVar
chrX	71740615	71741064	449	dbVar
chrX	71740624	71740934	310	dbVar
chrX	72739843	72942208	202365	dbVar
chrX	72800310	72879544	79234	dbVar
chrX	72972887	73073289	100402	dbVar
chrX	72994850	73045938	51088	dbVar
chrX	72996088	73086935	90847	dbVar
chrX	73000736	73027038	26302	dbVar
chrX	73016234	73105236	89002	dbVar
chrX	73033687	73063819	30132	dbVar
chrX	76141868	76153241	11373	dbVar
chrX	79667731	79667866	135	dbVar
chrX	79667741	79667867	126	dbVar
chrX	83770306	83770391	85	dbVar
chrX	84859391	84870914	11523	dbVar
chrX	86041955	86048371	6416	dbVar
chrX	90346001	113991967	23645966	dbVar
chrX	92276518	92276718	200	dbVar
chrX	95800742	95800834	92	dbVar
chrX	99584689	99585098	409	dbVar
chrX	101563740	101608597	44857	dbVar
chrX	101565677	101610558	44881	dbVar
chrX	101566380	101608895	42515	dbVar
chrX	101597544	101616245	18701	dbVar
chrX	101602194	101616246	14052	dbVar
chrX	101607273	101648990	41717	dbVar
chrX	103488748	103488835	87	dbVar
chrX	103940531	104062564	122033	dbVar
chrX	103949480	104051572	102092	dbVar
chrX	103950066	104049835	99769	dbVar
chrX	103951165	104046784	95619	dbVar
chrX	103952764	104045870	93106	dbVar
chrX	103970414	104117650	147236	dbVar
chrX	103977303	104108007	130704	dbVar
chrX	103986456	104000981	14525	dbVar
chrX	103988318	104050544	62226	dbVar
chrX	103988331	104050545	62214	dbVar
chrX	103989434	104049429	59995	dbVar
chrX	103990282	104097554	107272	dbVar
chrX	103992089	104096712	104623	dbVar
chrX	103999869	104089312	89443	dbVar
chrX	104007870	104083830	75960	dbVar
chrX	104007896	104083797	75901	dbVar
chrX	104011917	104062431	50514	dbVar
chrX	104015259	104062295	47036	dbVar
chrX	104049812	120063783	16013971	dbVar
chrX	104052399	104091597	39198	dbVar
chrX	105540747	105540981	234	dbVar
chrX	106239923	106287295	47372	dbVar
chrX	106241559	106286573	45014	dbVar
chrX	106266497	106299864	33367	dbVar
chrX	106277800	106326472	48672	dbVar
chrX	106281516	106327965	46449	dbVar
chrX	110608865	110819679	210814	dbVar
chrX	110614278	114234833	3620555	dbVar
chrX	115404199	115404297	98	dbVar
chrX	115729431	115732886	3455	dbVar
chrX	115844362	115874201	29839	dbVar
chrX	115846187	115866911	20724	dbVar
chrX	118478383	118478487	104	dbVar
chrX	118478398	118478480	82	dbVar
chrX	120006842	120190897	184055	dbVar
chrX	120023559	120173068	149509	dbVar
chrX	120036150	120162507	126357	dbVar
chrX	120052964	120219579	166615	dbVar
chrX	120071170	120127503	56333	dbVar
chrX	120096967	120175327	78360	dbVar
chrX	120102605	120172733	70128	dbVar
chrX	120121063	120156821	35758	dbVar
chrX	120374534	120374644	110	dbVar
chrX	124477951	124478426	475	dbVar
chrX	126924155	126924226	71	dbVar
chrX	131182098	131182150	52	dbVar
chrX	131679249	131840269	161020	dbVar
chrX	131873705	131873892	187	dbVar
chrX	135139384	135174703	35319	dbVar
chrX	135145248	135265946	120698	dbVar
chrX	135145310	135269268	123958	dbVar
chrX	135145547	135186050	40503	dbVar
chrX	135147190	135186536	39346	dbVar
chrX	135148445	135261952	113507	dbVar
chrX	135629960	135700262	70302	dbVar
chrX	135700262	135719353	19091	dbVar
chrX	135703429	135741771	38342	dbVar
chrX	135723961	135855220	131259	dbVar
chrX	135764024	135892493	128469	dbVar
chrX	140964264	141623001	658737	dbVar
chrX	140976731	141569903	593172	dbVar
chrX	140995989	141579697	583708	dbVar
chrX	141007688	141594743	587055	dbVar
chrX	141105517	141445205	339688	dbVar
chrX	141580550	141635364	54814	dbVar
chrX	142188472	142188860	388	dbVar
chrX	146812238	146812304	66	dbVar
chrX	149553034	149863648	310614	dbVar
chrX	149640322	149681127	40805	dbVar
chrX	149666748	149733705	66957	dbVar
chrX	149681127	149722144	41017	dbVar
chrX	149681128	149718392	37264	dbVar
chrX	149682787	149722143	39356	dbVar
chrX	149687273	149722143	34870	dbVar
chrX	149687327	149722143	34816	dbVar
chrX	150365114	150403085	37971	dbVar
chrX	150366978	150403085	36107	dbVar
chrX	150368844	150403085	34241	dbVar
chrX	150369465	150403085	33620	dbVar
chrX	150370423	150403085	32662	dbVar
chrX	150371178	150403085	31907	dbVar
chrX	150372478	150403085	30607	dbVar
chrX	150400089	150421952	21863	dbVar
chrX	150402635	150417072	14437	dbVar
chrX	150402685	150417347	14662	dbVar
chrX	150402733	150417048	14315	dbVar
chrX	150402747	150417409	14662	dbVar
chrX	150402839	150459003	56164	dbVar
chrX	150403086	150416329	13243	dbVar
chrX	150405000	150417347	12347	dbVar
chrX	150417009	150456133	39124	dbVar
chrX	151099154	151099240	86	dbVar
chrX	153036835	153074469	37634	dbVar
chrX	153065770	153271525	205755	dbVar
chrX	153106154	153230611	124457	dbVar
chrX	153108061	153230611	122550	dbVar
chrX	153109219	153307111	197892	dbVar
chrX	153110963	153230611	119648	dbVar
chrX	153129858	153229556	99698	dbVar
chrX	153130149	153228308	98159	dbVar
chrX	153130881	153230611	99730	dbVar
chrX	153131409	153228722	97313	dbVar
chrX	153131474	153227877	96403	dbVar
chrX	153134266	153229635	95369	dbVar
chrX	153137408	153221964	84556	dbVar
chrX	153138532	153225067	86535	dbVar
chrX	153148299	153215460	67161	dbVar
chrX	154310039	154385078	75039	dbVar
chrX	154310628	154378192	67564	dbVar
chrX	154313777	154377485	63708	dbVar
chrX	154317289	154378577	61288	dbVar
chrX	154328000	154367048	39048	dbVar
chrX	154338058	154394093	56035	dbVar
chrX	154344557	154384868	40311	dbVar
chrX	154346813	154424073	77260	dbVar
chrX	154347246	154384868	37622	dbVar
chrX	154349311	154423689	74378	dbVar
chrX	154352427	154420402	67975	dbVar
chrX	154354649	154416288	61639	dbVar
chrX	154358105	154413258	55153	dbVar
chrX	154358849	154387904	29055	dbVar
chrX	154394607	154409171	14564	dbVar
chrX	154561724	154606723	44999	dbVar
chrX	154591327	154613097	21770	dbVar
chrX	154642708	154655010	12302	dbVar
chrX	155093524	155093625	101	dbVar
chrX	155335399	155472412	137013	dbVar
chrX	155346169	155534075	187906	dbVar
chrX	155346288	155534547	188259	dbVar
chrX	155354436	155525235	170799	dbVar
chrX	155366637	155438623	71986	dbVar
chrX	155386727	155453983	67256	dbVar
chrX	155438024	155458358	20334	dbVar
chrY	6198014	9913864	3715850	dbVar
chrY	6220487	9897458	3676971	dbVar
chrY	6224711	9917945	3693234	dbVar
chrY	6236457	9920271	3683814	dbVar
chrY	6256129	9936872	3680743	dbVar
chrY	10217783	10217919	136	dbVar
chrY	11330219	56839428	45509209	dbVar
chrY	15874858	15904944	30086	dbVar
chrY	16150911	16395168	244257	dbVar
chrY	18637337	18646924	9587	dbVar
chrY	20994127	21042651	48524	dbVar
chrY	21021692	21047765	26073	dbVar
chrY	21024095	21085117	61022	dbVar
chrY	21033818	21066046	32228	dbVar
chrY	21066046	21071969	5923	dbVar
chrY	21475145	21864175	389030	dbVar
chrY	21861509	26241100	4379591	dbVar
chrY	56851317	56851383	66	dbVar
chrY	56870713	56872151	1438	dbVar
chr1	2512559	2606632	94073	DGV
chr1	2525151	2553994	28843	DGV
chr1	2553995	2567688	13693	DGV
chr1	6551536	6552401	865	DGV
chr1	6559081	6559768	687	DGV
chr1	16088821	16089596	775	DGV
chr1	16543177	16864978	321801	DGV
chr1	16552870	16680474	127604	DGV
chr1	16647957	16756748	108791	DGV
chr1	16679694	16726063	46369	DGV
chr1	17535283	17550583	15300	DGV
chr1	19603735	19620316	16581	DGV
chr1	20051673	20078919	27246	DGV
chr1	21194674	21213411	18737	DGV
chr1	21203896	21204754	858	DGV
chr1	21203947	21204728	781	DGV
chr1	21204016	21204827	811	DGV
chr1	21427810	21480071	52261	DGV
chr1	23873238	23876852	3614	DGV
chr1	24478045	24479183	1138	DGV
chr1	24531104	24559878	28774	DGV
chr1	25287254	25287800	546	DGV
chr1	26638360	26650644	12284	DGV
chr1	26639336	26648754	9418	DGV
chr1	26640328	26646872	6544	DGV
chr1	26641331	26646728	5397	DGV
chr1	28760609	28761549	940	DGV
chr1	28961893	28962688	795	DGV
chr1	29454362	30375065	920703	DGV
chr1	31498644	31528029	29385	DGV
chr1	36268199	36269090	891	DGV
chr1	37653995	37654768	773	DGV
chr1	38901278	38902518	1240	DGV
chr1	39212001	39225517	13516	DGV
chr1	39493284	39787386	294102	DGV
chr1	40335247	40336410	1163	DGV
chr1	43590017	43593920	3903	DGV
chr1	43593381	43594215	834	DGV
chr1	43593553	43594333	780	DGV
chr1	43593597	43594240	643	DGV
chr1	43593619	43594279	660	DGV
chr1	43593654	43594214	560	DGV
chr1	43593679	43596153	2474	DGV
chr1	43593682	43594251	569	DGV
chr1	43593758	43595503	1745	DGV
chr1	45323662	45330036	6374	DGV
chr1	46939697	47139213	199516	DGV
chr1	47930199	47931636	1437	DGV
chr1	48475269	48476138	869	DGV
chr1	50748175	50750887	2712	DGV
chr1	51092205	51354493	262288	DGV
chr1	59132539	59133089	550	DGV
chr1	64373983	64389198	15215	DGV
chr1	67152390	67158532	6142	DGV
chr1	67900170	67901719	1549	DGV
chr1	73056815	73061416	4601	DGV
chr1	75111859	75698607	586748	DGV
chr1	77366750	77368117	1367	DGV
chr1	78606868	78618242	11374	DGV
chr1	80328945	80329693	748	DGV
chr1	81193948	81195864	1916	DGV
chr1	81194454	81195874	1420	DGV
chr1	81194633	81195901	1268	DGV
chr1	81194698	81195891	1193	DGV
chr1	81278168	81279984	1816	DGV
chr1	81613862	81616186	2324	DGV
chr1	81615401	81654187	38786	DGV
chr1	83144053	83171844	27791	DGV
chr1	84416353	84447589	31236	DGV
chr1	85051182	85052111	929	DGV
chr1	86664662	86666049	1387	DGV
chr1	87140137	87142971	2834	DGV
chr1	88298284	88299118	834	DGV
chr1	88546797	88634920	88123	DGV
chr1	91663019	91667052	4033	DGV
chr1	91666229	91670159	3930	DGV
chr1	91666236	91667095	859	DGV
chr1	91666247	91667082	835	DGV
chr1	91666284	91667058	774	DGV
chr1	92701962	92706899	4937	DGV
chr1	93032655	93037232	4577	DGV
chr1	93904823	94557073	652250	DGV
chr1	97045313	97046306	993	DGV
chr1	98032764	98034611	1847	DGV
chr1	100525969	100528665	2696	DGV
chr1	101915385	101916012	627	DGV
chr1	102426747	102504663	77916	DGV
chr1	102426750	102504663	77913	DGV
chr1	103253197	103277630	24433	DGV
chr1	103651056	103669959	18903	DGV
chr1	105507610	106042901	535291	DGV
chr1	105948665	105949693	1028	DGV
chr1	108275215	108384097	108882	DGV
chr1	108302857	108383726	80869	DGV
chr1	110359462	110360233	771	DGV
chr1	110649252	110686967	37715	DGV
chr1	112190943	112193384	2441	DGV
chr1	112875568	112877144	1576	DGV
chr1	114103332	114111749	8417	DGV
chr1	114103428	114109100	5672	DGV
chr1	116409466	116410352	886	DGV
chr1	148220348	148517518	297170	DGV
chr1	148278093	148320457	42364	DGV
chr1	148280123	148304050	23927	DGV
chr1	148280325	148303644	23319	DGV
chr1	148768293	148791404	23111	DGV
chr1	148923618	148930391	6773	DGV
chr1	149800570	149882044	81474	DGV
chr1	149843512	149871315	27803	DGV
chr1	149850072	149881557	31485	DGV
chr1	150069666	150071638	1972	DGV
chr1	150363045	150388326	25281	DGV
chr1	152261602	152304356	42754	DGV
chr1	152290870	152311138	20268	DGV
chr1	153330590	153368703	38113	DGV
chr1	153562114	153562926	812	DGV
chr1	157378705	157488021	109316	DGV
chr1	157378706	157488019	109313	DGV
chr1	157741973	157743982	2009	DGV
chr1	157916740	157918627	1887	DGV
chr1	157917446	157918055	609	DGV
chr1	158071904	158073156	1252	DGV
chr1	162042487	162052885	10398	DGV
chr1	164121178	164122554	1376	DGV
chr1	166226486	166227520	1034	DGV
chr1	166798023	166798939	916	DGV
chr1	167536873	167540089	3216	DGV
chr1	167767271	167770326	3055	DGV
chr1	171635022	171658703	23681	DGV
chr1	172716549	172755600	39051	DGV
chr1	175231076	175232937	1861	DGV
chr1	175231215	175232760	1545	DGV
chr1	175231433	175232798	1365	DGV
chr1	179358896	179360554	1658	DGV
chr1	184903975	184904807	832	DGV
chr1	187495468	187497597	2129	DGV
chr1	187495685	187497595	1910	DGV
chr1	187495780	187498244	2464	DGV
chr1	188518023	188520708	2685	DGV
chr1	189411551	189412565	1014	DGV
chr1	189411574	189412589	1015	DGV
chr1	191766211	191768531	2320	DGV
chr1	193546041	193546931	890	DGV
chr1	194668372	194670306	1934	DGV
chr1	194817818	194819901	2083	DGV
chr1	194817868	194819958	2090	DGV
chr1	197778907	197799683	20776	DGV
chr1	197786427	197787994	1567	DGV
chr1	197787654	197788852	1198	DGV
chr1	197787657	197788856	1199	DGV
chr1	197787658	197788874	1216	DGV
chr1	197787671	197788855	1184	DGV
chr1	197788093	197788854	761	DGV
chr1	197788609	197789746	1137	DGV
chr1	202674383	202699436	25053	DGV
chr1	205209220	205209902	682	DGV
chr1	205846543	205855388	8845	DGV
chr1	207119000	207120083	1083	DGV
chr1	207119017	207119850	833	DGV
chr1	207933852	207960748	26896	DGV
chr1	208600787	208644748	43961	DGV
chr1	217970986	217971663	677	DGV
chr1	221970435	221974415	3980	DGV
chr1	222969512	222970032	520	DGV
chr1	224078446	224079857	1411	DGV
chr1	227465615	227496799	31184	DGV
chr1	227492580	227508781	16201	DGV
chr1	227493838	227495767	1929	DGV
chr1	236447590	236477011	29421	DGV
chr1	237402548	237403153	605	DGV
chr1	239939752	239996461	56709	DGV
chr1	239952660	239953569	909	DGV
chr1	239952709	239953383	674	DGV
chr1	239952725	239953573	848	DGV
chr1	239952891	239953515	624	DGV
chr1	242192725	242193253	528	DGV
chr1	245412945	245773204	360259	DGV
chr1	245824433	245826010	1577	DGV
chr1	246218342	246243400	25058	DGV
chr1	247127704	247172314	44610	DGV
chr1	247127725	247168898	41173	DGV
chr1	247127829	247207027	79198	DGV
chr1	247353877	247478294	124417	DGV
chr1	247466851	247470121	3270	DGV
chr1	248430676	248661551	230875	DGV
chr1	248430716	248661542	230826	DGV
chr1	248443578	248648294	204716	DGV
chr1	248483127	248565106	81979	DGV
chr1	248496197	248550623	54426	DGV
chr1	248503577	248504138	561	DGV
chr1	248505359	248507035	1676	DGV
chr1	248519265	248528325	9060	DGV
chr1	248543696	248544482	786	DGV
chr10	4930366	5027063	96697	DGV
chr10	4930499	5027207	96708	DGV
chr10	4942134	4986839	44705	DGV
chr10	4962682	5004594	41912	DGV
chr10	4969376	4998400	29024	DGV
chr10	4973904	4994173	20269	DGV
chr10	4973913	4994163	20250	DGV
chr10	4980781	4985361	4580	DGV
chr10	9485227	9486968	1741	DGV
chr10	10621133	10628957	7824	DGV
chr10	13061801	13063254	1453	DGV
chr10	13062869	13063516	647	DGV
chr10	15742774	15760448	17674	DGV
chr10	18208764	18235006	26242	DGV
chr10	18556182	18570017	13835	DGV
chr10	18558646	18569583	10937	DGV
chr10	18562685	18565823	3138	DGV
chr10	21312162	21312762	600	DGV
chr10	22562266	22578645	16379	DGV
chr10	24492511	24521895	29384	DGV
chr10	25008925	25013240	4315	DGV
chr10	26891484	27356015	464531	DGV
chr10	28369142	28370071	929	DGV
chr10	28503334	28503986	652	DGV
chr10	37104529	37111702	7173	DGV
chr10	38635060	38667674	32614	DGV
chr10	38800220	38830476	30256	DGV
chr10	38815586	38857772	42186	DGV
chr10	38819633	38845068	25435	DGV
chr10	41710705	41840838	130133	DGV
chr10	41710716	41839673	128957	DGV
chr10	41852455	41855751	3296	DGV
chr10	41854855	41856394	1539	DGV
chr10	43349365	43350075	710	DGV
chr10	45707488	45764793	57305	DGV
chr10	45737081	45773275	36194	DGV
chr10	46265928	46300363	34435	DGV
chr10	46271437	46295601	24164	DGV
chr10	46489965	46526440	36475	DGV
chr10	49070262	49102160	31898	DGV
chr10	54215759	54223520	7761	DGV
chr10	55007182	55013651	6469	DGV
chr10	55007403	55013431	6028	DGV
chr10	55007432	55013436	6004	DGV
chr10	55007443	55013433	5990	DGV
chr10	55721159	55734399	13240	DGV
chr10	57496936	57498173	1237	DGV
chr10	57497910	57498468	558	DGV
chr10	59610276	59612470	2194	DGV
chr10	59610548	59612402	1854	DGV
chr10	59610675	59612459	1784	DGV
chr10	60304598	60305225	627	DGV
chr10	65668624	65669176	552	DGV
chr10	65671245	65681230	9985	DGV
chr10	66325409	66325995	586	DGV
chr10	67025915	67043935	18020	DGV
chr10	72037700	72073268	35568	DGV
chr10	73103305	73104622	1317	DGV
chr10	73659664	73660518	854	DGV
chr10	76099577	76100944	1367	DGV
chr10	77992865	78011647	18782	DGV
chr10	81603102	81665727	62625	DGV
chr10	84301140	84301755	615	DGV
chr10	85606226	85607028	802	DGV
chr10	87303527	87400529	97002	DGV
chr10	91400866	91446618	45752	DGV
chr10	91438775	91453364	14589	DGV
chr10	91440195	91445238	5043	DGV
chr10	91440396	91444258	3862	DGV
chr10	91441918	91447699	5781	DGV
chr10	96730976	96731689	713	DGV
chr10	98533429	98552796	19367	DGV
chr10	98735158	98736569	1411	DGV
chr10	100678068	100679110	1042	DGV
chr10	101205964	101206626	662	DGV
chr10	101343291	101348695	5404	DGV
chr10	112016806	112018293	1487	DGV
chr10	115133692	115154422	20730	DGV
chr10	122880220	122953823	73603	DGV
chr10	125501873	125508650	6777	DGV
chr10	125501958	125512647	10689	DGV
chr10	125502074	125506406	4332	DGV
chr10	125502111	125508668	6557	DGV
chr10	125502112	125508650	6538	DGV
chr10	125904236	125905869	1633	DGV
chr10	125905809	125919803	13994	DGV
chr10	126923580	126927497	3917	DGV
chr10	130786874	130788064	1190	DGV
chr10	130837147	130837792	645	DGV
chr10	131441838	131461777	19939	DGV
chr11	309743	317260	7517	DGV
chr11	310047	317793	7746	DGV
chr11	310177	319614	9437	DGV
chr11	310224	318984	8760	DGV
chr11	311565	319249	7684	DGV
chr11	312980	319809	6829	DGV
chr11	313185	318821	5636	DGV
chr11	389168	574449	185281	DGV
chr11	389389	574439	185050	DGV
chr11	737389	740062	2673	DGV
chr11	738544	741731	3187	DGV
chr11	1665419	1685737	20318	DGV
chr11	1665614	1685679	20065	DGV
chr11	1669241	1685403	16162	DGV
chr11	1890698	1939961	49263	DGV
chr11	1892970	1939862	46892	DGV
chr11	1894042	1915536	21494	DGV
chr11	1894063	1939908	45845	DGV
chr11	1894254	1939849	45595	DGV
chr11	1895060	1941691	46631	DGV
chr11	1908931	1961249	52318	DGV
chr11	1914842	1938193	23351	DGV
chr11	1915446	1939421	23975	DGV
chr11	1915600	1942623	27023	DGV
chr11	3756631	3757607	976	DGV
chr11	4234180	4239572	5392	DGV
chr11	4255679	4362465	106786	DGV
chr11	4271167	4283235	12068	DGV
chr11	7591466	7607209	15743	DGV
chr11	8859607	8865770	6163	DGV
chr11	9711080	9712551	1471	DGV
chr11	13554023	13600138	46115	DGV
chr11	15856696	15881886	25190	DGV
chr11	19759779	19807658	47879	DGV
chr11	24060373	24061367	994	DGV
chr11	24882332	24883522	1190	DGV
chr11	25054080	25061192	7112	DGV
chr11	25055774	25057722	1948	DGV
chr11	30898119	30900008	1889	DGV
chr11	32353080	32369433	16353	DGV
chr11	36309397	36309997	600	DGV
chr11	36309975	36310838	863	DGV
chr11	39595086	39595641	555	DGV
chr11	41140439	41145492	5053	DGV
chr11	43145113	43153242	8129	DGV
chr11	43664534	43665947	1413	DGV
chr11	46611478	46628407	16929	DGV
chr11	47484741	47486161	1420	DGV
chr11	48734299	48744969	10670	DGV
chr11	48880479	48899960	19481	DGV
chr11	48887028	48893411	6383	DGV
chr11	48943403	48984161	40758	DGV
chr11	49711900	49731309	19409	DGV
chr11	49714741	49729466	14725	DGV
chr11	49715000	49728196	13196	DGV
chr11	49720155	49762773	42618	DGV
chr11	49822363	49887606	65243	DGV
chr11	50131500	50421805	290305	DGV
chr11	50165565	50424957	259392	DGV
